Index,Filename,Analysis_Summary,Target_Subject,Degradation_Type,Suggested_Operation,Target
2548,03934.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2549,03935.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2550,03936.png,Car has Motion Blur,Car,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of car is clearly visible."
2551,03937.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2552,03938.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2553,03940.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2554,03941.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
2555,03944.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2556,03945.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2557,03946.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
2558,03947.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2559,03952.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
2560,03953.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2561,03954.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2562,03955.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2563,03956.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2564,03958.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2565,03959.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2566,03960.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2567,03961.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2568,03962.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2569,03963.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2570,03965.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2571,03966.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
2572,03967.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
2573,03968.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2574,03969.png,Building has Overexposure,Building,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of building is clearly visible."
2575,03970.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2576,03971.png,Car has Overexposure,Car,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of car is clearly visible."
2577,03972.png,Car has Overexposure,Car,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of car is clearly visible."
2578,03974.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
2579,03975.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
2580,03979.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
2581,03981.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2582,03982.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
2583,03986.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2584,03987.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
2585,03989.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2586,03990.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2587,03995.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
2588,03996.png,Streetlight has Overexposure,Streetlight,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of streetlight is clearly visible."
2589,03998.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2590,04000.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2591,04001.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2592,04002.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2593,04003.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2594,04005.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
2595,04012.png,Road has Motion Blur,Road,Motion Blur,Sharpen,"The motion Blur in the fusion image has been sharpen, and the outline of road is clearly visible."
2596,04013.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2597,04019.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
2598,04022.png,Road has Overexposure,Road,Overexposure,Decrease Brightness,"The overexposure in the fusion image has been repaired, and the outline of road is clearly visible."
